,fonte,author,title,intencionalidade,data,fato,conteudo,autenticidade,tipo,categoria,link,image
450,G1,-,É #FAKE que vídeo mostre diretor-geral da OMS dançando em bar durante o isolamento social,xv,00,False,"Montagem com foto de Tedros Adhanom, diretor-geral da OMS, tem sido compartilhada com vídeo gravado em Santos, no litoral de São Paulo, e mensagem falsa. Vídeo é anterior à pandemia da Covid-19 e não mostra o diretor-geral da entidade.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-video-mostre-diretor-geral-da-oms-dancando-em-bar-durante-o-isolamento-social-8692316.ghtml,https://s2.glbimg.com/W8T6-mBiv6ABfEHtpJrIGUZ9gFw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/16/23/8692316
451,G1,-,"É #FAKE que fazer gargarejo com água morna, sal e vinagre elimina o coronavírus",xv,00,False,"Mensagem falsa tem circulado junto com imagem nas redes. Especialistas, Fiocruz, OMS e Ministério da Saúde refutam o texto.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-fazer-gargarejo-com-agua-morna-sal-e-vinagre-elimina-o-coronavirus-8692315.ghtml,https://s2.glbimg.com/tw1ayqb36meXNJjp8lwWOoVYiVw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/15/23/8692315
452,G1,-,É #FAKE que vídeo mostre Mandetta ao lado de Gilmar Mendes em Lisboa ,xv,2000-01-01 00:00:00,False,"Alegação falsa acompanha vídeo que mostra ataque contra ministro do STF no ano passado, mas agenda oficial do ex-ministro aponta que sua presença no local não era possível.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/10/e-fake-que-video-mostre-mandetta-ao-lado-de-gilmar-mendes-em-lisboa.ghtml,https://s2.glbimg.com/AyjwzncCGSxtQzY0QCx33fZ7pEQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/20/23/8692320
453,G1,-,"É #FAKE que presos liberados na pandemia cometeram 13,9% dos homicídios do país em abril",xv,00,False,"Índice, na verdade, se refere ao montante de egressos do sistema carcerário que foram assassinados no Rio Grande do Sul.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-presos-liberados-na-pandemia-cometeram-139-dos-homicidios-do-pais-em-abril-8689738.ghtml,https://s2.glbimg.com/YBdEvxTVZQK21HauzvC5R3QMu5c=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/38/97/8689738
454,G1,-,É #FAKE que beber vodca ou uísque mate o coronavírus na garganta,xv,2000-01-01 00:00:00,False,"Em áudio, mulher diz que recomendação de tomar destilados assim que chegar da rua pode eliminar o Sars-CoV-2 na garganta; especialistas refutam tese.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/10/e-fake-que-beber-vodca-ou-uisque-mate-o-coronavirus-na-garganta.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
455,G1,-,"É #FAKE que presos liberados da cadeia por conta da pandemia de Covid-19 cometeram 13,9% dos homicídios do país no mês de abril",xv,2000-01-01 00:00:00,False,"Índice, na verdade, se refere ao montante de egressos do sistema carcerário que foram assassinados no Rio Grande do Sul.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/09/e-fake-que-presos-liberados-da-cadeia-por-conta-da-pandemia-de-covid-19-cometeram-139percent-dos-homicidios-do-pais-no-mes-de-abril.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
456,G1,-,"É #FAKE que mistura de laranja, limão e melão-de-são-caetano cure a Covid-19",xv,00,False,"Trata-se de apenas de mais uma falsa 'cura milagrosa' para a doença, explicam especialistas.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-mistura-de-laranja-limao-e-melao-de-sao-caetano-cure-a-covid-19-8686752.ghtml,https://s2.glbimg.com/unHbXA8iTjNeCHUMVa6L0CVrHVg=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/52/67/8686752
457,G1,-,É #FAKE que OMS considere desnecessário uso de máscara por quem não tem Covid-19,xv,00,False,"Orientação da agência para países onde há ampla circulação do vírus, como o Brasil, é que todo mundo, doente ou não, utilize o item de proteção facial.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-oms-considere-desnecessario-uso-de-mascara-por-quem-nao-tem-covid-19-8684104.ghtml,https://s2.glbimg.com/iKo6h2xUNZxlQbzcQSI2cW2GNBw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/04/41/8684104
458,G1,-,É #FAKE vídeo que diz que companhia aérea British Airways está encerrando as atividades,xv,2000-01-01 00:00:00,False,Empresa diz que não produziu o vídeo e que conteúdo não reflete a verdade. Material circula na internet em meio à discussão sobre ajustes com a crise econômica. ,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/08/e-fake-video-que-diz-que-companhia-aerea-british-airways-esta-encerrando-as-atividades.ghtml,https://s2.glbimg.com/2ykNUvkv9cj5pBi-bltrLK92r9M=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/19/23/8692319
459,G1,-,É #FAKE que OMS considere desnecessário uso de máscara por quem não foi infectado pelo coronavírus,xv,2000-01-01 00:00:00,False,"Orientação da agência para países onde há ampla circulação do vírus, como o Brasil, é que todo mundo, doente ou não, utilize o item de proteção facial.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/08/e-fake-que-oms-considere-desnecessario-uso-de-mascara-por-quem-nao-foi-infectado-pelo-coronavirus.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
460,G1,-,É #FAKE que edição da revista 'Veja' de 2003 já falasse da Covid-19,xv,00,False,"Em vídeo, homem folheia exemplar da revista com reportagem sobre a Sars. Legendas que acompanham o vídeo afirmam que doença já era conhecida na época. Mas especialistas explicam que são eventos diferentes.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-edicao-da-revista-veja-de-2003-ja-falasse-da-covid-19-8680988.ghtml,https://s2.glbimg.com/3qyfiSti9ANPEKaSVhVpIp68hx4=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/88/09/8680988
461,G1,-,"É #FAKE que mistura de laranja, limão e melão-de-são-caetano cure a Covid-19",xv,2000-01-01 00:00:00,False,"Trata-se de apenas de mais uma falsa 'cura milagrosa' para a doença, explicam especialistas consultados pela CBN.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/07/e-fake-que-mistura-de-laranja-limao-e-melao-de-sao-caetano-cure-a-covid-19.ghtml,https://s2.glbimg.com/unHbXA8iTjNeCHUMVa6L0CVrHVg=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/52/67/8686752
462,G1,-,É #FAKE que edição da revista 'Veja' de 2003 já falasse da Covid-19,xv,2000-01-01 00:00:00,False,"Em vídeo, homem folheia exemplar da revista com reportagem sobre a Sars. Legendas que acompanham o vídeo afirmam que a Covid-19 já era conhecida na época. Mas especialistas explicam que são eventos diferentes.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/07/07/e-fake-que-edicao-da-revista-veja-de-2003-ja-falasse-da-covid-19.ghtml,https://s2.glbimg.com/3qyfiSti9ANPEKaSVhVpIp68hx4=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/88/09/8680988
463,G1,-,É #FAKE orientação para jogar água sanitária em rede de água de esgoto contra Covid-19,xv,00,False,"Mensagem falsa afirma que vírus presente nas fezes dos contaminados se multiplicam nas águas residuais. Virologista diz que é improvável que o esgoto seja uma fonte capaz de infectar pessoas, como acontece com outras doenças"".",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-orientacao-para-jogar-agua-sanitaria-em-rede-de-agua-de-esgoto-contra-covid-19-8677830.ghtml,https://s2.glbimg.com/pA0kxQGwNIHKdD-7ROnq8XwCfqM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/30/78/8677830
464,G1,-,É #FAKE orientação para jogar água sanitária em rede de água de esgoto para evitar contaminação pelo coronavírus,xv,2000-01-01 00:00:00,False,"Mensagem falsa afirma que vírus presente nas fezes dos contaminados se multiplica nas águas residuais. Virologista diz que é improvável que o esgoto seja uma fonte capaz de infectar pessoas, como acontece com outras doenças.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/06/e-fake-orientacao-para-jogar-agua-sanitaria-em-rede-de-agua-de-esgoto-para-evitar-contaminacao-pelo-coronavirus.ghtml,https://s2.glbimg.com/pA0kxQGwNIHKdD-7ROnq8XwCfqM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/30/78/8677830
465,G1,-,É #FAKE que família de Ciro Gomes é dona de 77 empresas de carros-pipa no Ceará,xv,2000-01-01 00:00:00,False,"Publicação sugere que transposição do São Francisco afeta interesse de empresas do tipo. Mensagem, porém, usa foto com caminhões de Pernambuco. Diretor de sindicato de pipeiros diz que empreendimentos do ramo no estado são apenas cerca de 30. ",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/06/e-fake-que-familia-de-ciro-gomes-e-dona-de-77-empresas-de-carros-pipa-no-ceara.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
466,G1,-,É #FAKE que vídeo mostre primeira-ministra da Austrália fingindo tomar vacina contra Covid,xv,00,False,"Quem aparece nas imagens, na verdade, é a premier de Queensland. E ela não finge tomar vacina contra coronavírus; até porque não há nenhuma aprovada ainda. Na verdade, vídeo editado mostra ela apenas repetindo a cena de tomar a dose contra gripe a pedido de fotógrafos e cinegrafistas.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-video-mostre-primeira-ministra-da-australia-fingindo-tomar-vacina-contra-covid-8673242.ghtml,https://s2.glbimg.com/qxq2GsD7yxkppPKUPe4MGX8odGs=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/42/32/8673242
467,G1,-,É #FAKE que vídeos mostrem filha de Julia Roberts cantando 'Garota de Ipanema',xv,00,False,"Quem aparece esbanjando talento com o clássico de Tom Jobim e Vinícius de Moraes em inglês e interpretando 'The way you look tonight', canção de 'O casamento do meu melhor amigo', é uma cantora armênia que lembra Julia quando jovem. Hazel, filha da atriz, nem sequer se parece com a garota.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-videos-mostrem-filha-de-julia-roberts-cantando-garota-de-ipanema-8673147.ghtml,https://s2.glbimg.com/lihD4yOkDzQ7OI9WK5n_Zt97bEY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/47/31/8673147
468,G1,-,É #FAKE que vídeo mostre primeira-ministra da Austrália fingindo tomar vacina contra Covid-19,xv,2000-01-01 00:00:00,False,"Quem aparece nas imagens, na verdade, é a premier de Queensland. E ela não finge tomar vacina contra coronavírus; até porque não há nenhuma aprovada ainda. Na verdade, vídeo editado mostra ela apenas repetindo a cena de tomar a dose contra gripe a pedido de fotógrafos e cinegrafistas.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/07/03/e-fake-que-video-mostre-primeira-ministra-da-australia-fingindo-tomar-vacina-contra-covid-19.ghtml,https://s2.glbimg.com/qxq2GsD7yxkppPKUPe4MGX8odGs=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/42/32/8673242
469,G1,-,É #FAKE que Nobel da Paz disse que deixou cargo por ser obrigado a falsear dados da Covid,xv,00,False,Denis Mukwege nega essa afirmação. Ele diz que decidiu deixar o posto em província do Congo por conta de dificuldades enfrentadas na contenção da pandemia.,False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-nobel-da-paz-disse-que-deixou-cargo-por-ser-obrigado-a-falsear-dados-da-covid-8672165.ghtml,https://s2.glbimg.com/wma80YFfdVO88hUaE1-tGiX52UY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/65/21/8672165
470,G1,-,É #FAKE que foto mostre Papa Francisco chorando pedindo o fim da pandemia do coronavírus,xv,00,False,Imagem foi feita antes do primeiro caso de Covid-19. Ela é de outubro de 2019. Papa foi levado às lágrimas durante o Consistório para criação de novos cardeais.,False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-foto-mostre-papa-francisco-chorando-pedindo-o-fim-da-pandemia-do-coronavirus-8672162.ghtml,https://s2.glbimg.com/_lEC9hO-80DX1QNe0JveON_t1S0=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/62/21/8672162
471,G1,-,É #FAKE que fotos mostrem obras concluídas em 18 meses de governo Bolsonaro,xv,2000-01-01 00:00:00,False,"Mensagem falsa com painel comparativo circula em redes sociais. Nenhuma das imagens mostradas como da atual gestão são, de fato, do governo Bolsonaro. Há, inclusive, uma foto de um banco de imagens usada internacionalmente. Entre as imagens atribuídas aos governos do PT há uma tirada durante o governo FHC.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/03/e-fake-que-fotos-mostrem-obras-concluidas-em-18-meses-de-governo-bolsonaro.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
472,G1,-,É #FAKE que vídeos mostrem filha de Julia Roberts cantando música trilha de filme da atriz e 'Garota de Ipanema',xv,2000-01-01 00:00:00,False,"Quem aparece esbanjando talento com o clássico de Tom Jobim e Vinícius de Moraes em inglês e interpretando 'The way you look tonight', canção de 'O casamento do meu melhor amigo', é uma cantora armênia que lembra Julia quando jovem. Hazel, filha da atriz, nem sequer se parece com a garota.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/03/e-fake-que-videos-mostrem-filha-de-julia-roberts-cantando-musica-trilha-de-filme-da-atriz-e-garota-de-ipanema.ghtml,https://s2.glbimg.com/lihD4yOkDzQ7OI9WK5n_Zt97bEY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/47/31/8673147
473,G1,-,É #FAKE carta com logo da ONU que prevê um só governo mundial e destruição das famílias,xv,00,False,Documento falso enfatiza teorias conspiratórias que apontam para uma distopia global. ONU diz que documento é falso. Propostas reais da Agenda 21 e da Agenda 2030 são erradicar a pobreza e a fome e garantir um mundo sustentável.,False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-carta-com-logo-da-onu-que-preve-um-so-governo-mundial-e-destruicao-das-familias-8669479.ghtml,https://s2.glbimg.com/IRnxhn51IJXCv4BxD4FQQMEAPjI=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/79/94/8669479
474,G1,-,É #FAKE que médico congolês Prêmio Nobel da Paz disse que deixou cargo por ser obrigado a falsear dados da Covid-19,xv,2000-01-01 00:00:00,False,Denis Mukwege nega essa afirmação. Ele diz que decidiu deixar o posto em província do Congo por conta de dificuldades enfrentadas na contenção da pandemia.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/07/02/e-fake-que-medico-congoles-premio-nobel-da-paz-disse-que-deixou-cargo-por-ser-obrigado-a-falsear-dados-da-covid-19.ghtml,https://s2.glbimg.com/wma80YFfdVO88hUaE1-tGiX52UY=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/65/21/8672165
475,G1,-,É #FAKE carta com logo da ONU que prevê um só governo mundial e destruição das famílias,xv,2000-01-01 00:00:00,False,Documento falso enfatiza teorias conspiratórias que apontam para uma distopia global. ONU diz que documento é falso. Propostas reais da Agenda 21 e da Agenda 2030 são erradicar a pobreza e a fome e garantir um mundo sustentável.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/02/e-fake-carta-com-logo-da-onu-que-preve-um-so-governo-mundial-e-destruicao-das-familias.ghtml,https://s2.glbimg.com/IRnxhn51IJXCv4BxD4FQQMEAPjI=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/79/94/8669479
476,G1,-,É #FAKE que foto mostre Papa Francisco chorando pedindo o fim da pandemia do coronavírus,xv,2000-01-01 00:00:00,False,Imagem foi feita antes do primeiro caso de Covid-19. Ela é de outubro de 2019. Papa foi levado às lágrimas durante o Consistório para criação de novos cardeais.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/01/e-fake-que-foto-mostre-papa-francisco-chorando-pedindo-o-fim-da-pandemia-do-coronavirus.ghtml,https://s2.glbimg.com/_lEC9hO-80DX1QNe0JveON_t1S0=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/62/21/8672162
477,G1,-,É #FAKE que foto mostre soldados em obra no Rio São Francisco durante o governo Bolsonaro,xv,00,False,Foto foi tirada durante a primeira gestão de Dilma Rousseff. Imagem tem circulado depois de Bolsonaro visitar novo trecho da transposição.,False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-foto-mostre-soldados-em-obra-no-rio-sao-francisco-durante-o-governo-bolsonaro-8666543.ghtml,https://s2.glbimg.com/FUXVKK_78QA1y--hVjodBX0Ymdw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/65/8666543
478,G1,-,É #FAKE que foto mostre soldados em obra no Rio São Francisco durante o governo Bolsonaro,xv,2000-01-01 00:00:00,False,Foto foi tirada durante a primeira gestão de Dilma Rousseff. Imagem tem circulado depois de Bolsonaro visitar novo trecho da transposição.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/07/01/e-fake-que-foto-mostre-soldados-em-obra-no-rio-sao-francisco-durante-o-governo-bolsonaro.ghtml,https://s2.glbimg.com/FUXVKK_78QA1y--hVjodBX0Ymdw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/65/8666543
479,G1,-,É #FAKE que pintura previu a pandemia de Covid-19 e está exposta desde 1994 em aeroporto dos EUA,xv,2000-01-01 00:00:00,False,Obra que circula nas redes sociais mostra crianças de máscara de proteção e foi pintada neste ano. Aeroporto de Denver diz que ela jamais foi exposta no terminal.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/07/01/e-fake-que-pintura-previu-a-pandemia-de-covid-19-e-esta-exposta-desde-1994-em-aeroporto-dos-eua.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
480,G1,-,É #FAKE que Ministério da Saúde repassa R$ 12 mil a hospitais por cada morte por Covid-19,xv,00,False,Mensagem falsa dá a entender que dados sobre óbitos são manipulados para que crise pareça mais grave.,False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-ministerio-da-saude-repassa-r-12-mil-a-hospitais-por-cada-morte-por-covid-19-8664359.ghtml,https://s2.glbimg.com/c8i_Px9qgH8HCfbI419xQA8foGA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/59/43/8664359
481,G1,-,É #FAKE que termômetro digital infravermelho cause câncer e cegueira,xv,00,False,"Mensagens falsas afirmam que aparelho, que tem sido usado para evitar a propagação da Covid-19 no comércio, faz mal à saúde. Especialistas negam boato.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-termometro-digital-infravermelho-cause-cancer-e-cegueira-8663687.ghtml,https://s2.glbimg.com/XhQ_xGo6YTTjEUMssnpateV52vw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/87/36/8663687
482,G1,-,É #FAKE que termômetro digital infravermelho cause câncer e cegueira,xv,2000-01-01 00:00:00,False,"Mensagens falsas afirmam que aparelho, que tem sido usado para evitar a propagação da Covid-19 no comércio, faz mal à saúde. Especialistas negam boato.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/06/30/e-fake-que-termometro-digital-infravermelho-cause-cancer-e-cegueira.ghtml,https://s2.glbimg.com/XhQ_xGo6YTTjEUMssnpateV52vw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/87/36/8663687
483,G1,-,É #FAKE que pandemia de gripe suína teve início na China como as da Sars e da Covid-19,xv,00,False,Casos de H1N1 surgiram primeiro no México; mensagem falsa diz que China é responsável por surtos mundiais desde 1997.,False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-pandemia-de-gripe-suina-teve-inicio-na-china-como-as-da-sars-e-da-covid-19-8661597.ghtml,https://s2.glbimg.com/180mSQKA1uG6tH4g74FsYsA9ghA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/97/15/8661597
484,G1,-,É #FAKE que foto mostre motorista ferido a pedrada após passageiro se recusar a usar máscara,xv,2000-01-01 00:00:00,False,"Imagem circula em redes sociais com legenda que a liga à pandemia do novo coronavírus. Foto, porém, é antiga. Foi feita em 2015 e não tem nenhuma relação com a Covid-19.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/06/29/e-fake-que-foto-mostre-motorista-ferido-a-pedrada-apos-passageiro-se-recusar-a-usar-mascara.ghtml,https://s2.glbimg.com/NVSEjVbJx_ve8TUQHoyjS72-DxQ=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/x/F/6U4yz2TOysN5dKGVop2g/header-materia-fato-ou-fake-motorista.jpg
485,G1,-,É #FAKE que vídeo mostre nuvem de gafanhotos em cidade da Paraíba,xv,00,False,Imagens são de pássaros que vivem em praça no Centro de Monteiro. Especialista diz que gafanhotos não voam à noite e nuvem que tem ganhado os noticiários ainda está na Argentina.,False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-video-mostre-nuvem-de-gafanhotos-em-cidade-da-paraiba-8661213.ghtml,https://s2.glbimg.com/L6QDpFvk_vTRLi9YyUHmIw-6M7Y=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/13/12/8661213
486,G1,-,É #FAKE que vídeo mostre nuvem de gafanhotos em cidade da Paraíba,xv,2000-01-01 00:00:00,False,Imagens são de pássaros que vivem em praça no Centro de Monteiro. Especialista diz que gafanhotos não voam à noite e nuvem que tem ganhado os noticiários ainda está na Argentina.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/06/29/e-fake-que-video-mostre-nuvem-de-gafanhotos-em-cidade-da-paraiba.ghtml,https://s2.glbimg.com/L6QDpFvk_vTRLi9YyUHmIw-6M7Y=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/13/12/8661213
487,G1,-,É #FAKE que Weintraub terá acesso a contas de ministros do STF quando ocupar cargo de diretor do Banco Mundial,xv,2000-01-01 00:00:00,False,"Banco afirma que informações contidas na mensagem são falsas. Otaviano Canuto, que esteve por 16 anos na instituição, diz que boato é 'completamente absurdo'.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/06/27/e-fake-que-weintraub-tera-acesso-a-contas-de-ministros-do-stf-quando-ocupar-cargo-de-diretor-do-banco-mundial.ghtml,https://s2.glbimg.com/Ru4qqech4y5OG_Jk-sAbXIp-ETM=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/Z/Z/A69iSXS36InrYjBQL1zQ/header-materia-fato-ou-fake-weintraub-frase.jpg
488,G1,-,"É #FAKE que novo ministro da Educação fez posts no Twitter com ofensas a Miriam Leitão, Bruno Gagliasso e ministros do STF",xv,2000-01-01 00:00:00,False,Imagens passaram a circular logo após o anúncio do novo nome. Ministério informa que Carlos Alberto Decotelli da Silva não tem perfil nas redes sociais e que posts são falsos.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/06/26/e-fake-que-novo-ministro-da-educacao-fez-posts-no-twitter-com-ofensas-a-miriam-leitao-bruno-gagliasso-e-ministros-do-stf.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
489,G1,-,É #FAKE que vídeo mostre fiscais do Ibama promovendo incêndio criminoso em área indígena,xv,2000-01-01 00:00:00,False,"Equipe mostrada no vídeo faz ação prevista em lei para prevenir queimadas e acertada previamente com órgãos. Legendas em tom de denúncia, porém, afirmam que atuação busca prejudicar o governo. Não é verdade.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/06/25/e-fake-que-video-mostre-fiscais-do-ibama-promovendo-incendio-criminoso-em-area-indigena.ghtml,https://s2.glbimg.com/gI9C62YGElSPWikzujG9yA964ms=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/W/8/UF5qkLQJAO7z657opuoQ/header-materia-fato-ou-fake-fogo-ibama.jpg
490,G1,-,É #FAKE tuíte atribuído a Felipe Neto com conteúdo pedófilo,xv,2000-01-01 00:00:00,False,Mensagem falsa atribuída ao youtuber tem circulado na web. Trata-se de uma montagem.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/06/25/e-fake-tuite-atribuido-a-felipe-neto-com-conteudo-pedofilo.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
491,G1,-,É #FAKE que cloroquina seja distribuída gratuitamente por toda a Europa para tratar a Covid-19,xv,2000-01-01 00:00:00,False,"Países como Itália, França e Portugal não fazem uso da droga para tratamento contra o coronavírus; eficácia e segurança não foram comprovadas por estudos científicos.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/06/25/e-fake-que-cloroquina-seja-distribuida-gratuitamente-por-toda-a-europa-para-tratar-a-covid-19.ghtml,https://s2.glbimg.com/AEEtrslZNPo6J-IDnK9FFbh5j7w=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/R/C/4E5xIaQwSrzFh9hez48g/header-cloroquina-europa.jpg
492,G1,-,É #FAKE que uso de máscara de proteção faça mal à saúde tornando o sangue mais ácido,xv,2000-01-01 00:00:00,False,Vídeo com fala de médico do Rio de Janeiro tem viralizado. Ele é contestado pelo Ministério da Saúde e por especialistas da área.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/06/24/e-fake-que-uso-de-mascara-de-protecao-faca-mal-a-saude-tornando-o-sangue-mais-acido.ghtml,https://s2.glbimg.com/GHS_L8AI4uR2y8yaDD2LecoC7YU=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/6/z/Qz6bQvQqWgakpIfSc9Mw/header-mascara-medico.jpg
